scheme_id,name,name_hindi,category,level,state,ministry,description,benefits,benefit_amount,age_min,age_max,gender,income_limit_annual,income_limit_display,caste_category,occupation,is_bpl_required,land_holding_max_acres,education_requirement,disability_applicable,marital_status,domicile_required,documents_required,application_mode,application_url,official_pdf_url,launched_year,deadline,target_beneficiaries,chunk_count,active,last_updated
scheme_ugc_sc_st_fellowship,UGC Rajiv Gandhi National Fellowship for SC/ST,राजीव गांधी राष्ट्रीय फेलोशिप (SC/ST),education,central,,Ministry of Social Justice and Empowerment / Ministry of Tribal Affairs,Fellowship for SC/ST students pursuing MPhil and PhD to cover all non-NET fellowship requirements.,"JRF: Rs. 31,000/month (first 2 years); SRF: Rs. 35,000/month (remaining); Contingency Rs. 10,000-20,500/year; HRA as applicable",31000 to 35000 per month,0,35,All,,No income limit (caste-based),SC/ST,MPhil/PhD student,No,,Post-graduation (55% marks; 50% for SC/ST/PWD),Yes,Any,Yes,"Aadhaar, SC/ST certificate, Post-graduation marksheet, University registration letter, Bank account",Online,https://scholarships.gov.in,https://scholarships.gov.in/public/schemeGuidelines/RGNFSS_SC.pdf,2005,October 31 each year,SC/ST students pursuing MPhil/PhD,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_pm_awas_plus,PM Awas Yojana 2.0 (Urban) — Extended,प्रधानमंत्री आवास योजना 2.0,housing,central,,Ministry of Housing and Urban Affairs,Extension and enhancement of PMAY-Urban to cover additional urban poor households with updated eligibility and enhanced benefits.,Central assistance up to Rs. 2.5 lakh for BLC; CLSS subsidy on home loans for EWS/LIG/MIG; Technology Innovation Grant,250000 central assistance + CLSS subsidy,18,,All,1800000,EWS: up to Rs. 3 lakh; LIG: Rs. 3-6 lakh; MIG: Rs. 6-18 lakh,All,Any,No,,None,Yes,Any,Yes,"Aadhaar, PAN, Income certificate, Self-declaration of no pucca house, Bank account",Online,https://pmaymis.gov.in,https://mohua.gov.in/upload/uploadfiles/files/PMAY_2.0_Guidelines.pdf,2024,March 2029,Urban households without pucca house in EWS/LIG/MIG categories,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_agnipath_agniveer,Agnipath Scheme — Agniveer,अग्निपथ योजना,employment,central,,Ministry of Defence,"Short-term (4-year) military service scheme for youth in the three defence services (Army, Navy, Air Force).","Monthly package Rs. 30,000-40,000; Non-contributory life insurance Rs. 48 lakh; Seva Nidhi of Rs. 11.71 lakh on exit; 25% retention for permanent commission",30000 to 40000 per month + 1171000 on exit,17,23,All (women in Air Force and Navy),,No income limit,All,Youth seeking military service,No,,Class 10/12 (depends on service and trade),No (physical fitness required),Unmarried (during service),Yes,"Aadhaar, Class 10/12 certificate, Medical fitness certificate, Police verification, Bank account",Online,https://joinindianarmy.nic.in,https://mod.gov.in/sites/default/files/Agnipath%20Scheme%20Final.pdf,2022,Annual recruitment notifications,Youth aged 17-23 for military service,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_nmsa,National Mission for Sustainable Agriculture (NMSA),राष्ट्रीय सतत कृषि मिशन,agriculture,central,,Ministry of Agriculture & Farmers Welfare,"Promote sustainable agriculture practices through water use efficiency, soil health management and resource conservation.","Subsidy on micro-irrigation, water harvesting, soil testing kits; Farm bunds support; 50% subsidy on water management structures",50 percent subsidy on water management structures,18,,All,,No income limit,All,Farmer,No,,None,Yes,Any,Yes,"Aadhaar, Land records, Bank account",Offline,https://nmsa.dac.gov.in,https://nmsa.dac.gov.in/frmOperationalGuidelines.aspx,2014,No fixed deadline,Farmers in rain-fed areas,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_rkvy,Rashtriya Krishi Vikas Yojana (RKVY),राष्ट्रीय कृषि विकास योजना,agriculture,central,,Ministry of Agriculture & Farmers Welfare,Incentivize states to increase public investment in agriculture through flexible funding for agriculture development projects.,"Grants for agriculture infrastructure, FPO creation, agri-startup support; RAFTAAR for agripreneurs: Rs. 5-25 lakh seed fund",500000 to 2500000 seed fund for agripreneurs,18,,All,,No income limit,All,Farmer/Agripreneur,No,,None,Yes,Any,Yes,"Aadhaar, Business plan, Land records (farmer), Bank account",Online/Offline,https://rkvy.nic.in,https://rkvy.nic.in/static/download/pdf/RKVY-RAFTAAR-guidelines.pdf,2007,Batch-specific,Farmers and agripreneurs,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_fpo_scheme,"Formation and Promotion of 10,000 FPOs","10,000 एफपीओ का गठन और संवर्धन",agriculture,central,,Ministry of Agriculture & Farmers Welfare,"Form and promote 10,000 Farmer Producer Organisations to aggregate farmer resources and improve market access.",Rs. 18 lakh equity grant per FPO over 3 years; Management cost support Rs. 25 lakh over 5 years; Credit guarantee coverage up to Rs. 2 crore,1800000 equity + 2500000 management support per FPO,18,,All,,No income limit,All,Farmer (FPO member),No,,None,Yes,Any,Yes,"FPO registration certificate, Aadhaar (member), Land records, Bank account",Online,https://sfacindia.com,https://dmi.gov.in/Documents/FPO10000_Scheme_Guidelines.pdf,2020,No fixed deadline,Groups of minimum 300 farmers forming FPOs,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_pmfme,PM Formalization of Micro Food Processing Enterprises (PMFME),प्रधानमंत्री सूक्ष्म खाद्य उद्यम उन्नयन योजना,agriculture,central,,Ministry of Food Processing Industries,"Credit-linked subsidy to micro food processing enterprises to upgrade their technology, quality standards and branding.","35% capital subsidy up to Rs. 10 lakh per unit; Seed capital Rs. 40,000 for SHG members; Credit guarantee; Branding support",35 percent subsidy up to 1000000,18,,All,,No income limit,All,Micro food processor/SHG/FPO,No,,None,Yes,Any,Yes,"Aadhaar, PAN, Business proof, Bank account, Project report, FSSAI license",Online,https://pmfme.mofpi.gov.in,https://pmfme.mofpi.gov.in/pmfme/Resource_&_Support/Scheme_Guidelines.pdf,2020,No fixed deadline,"Existing micro food processing enterprises, SHGs, FPOs",1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_gramin_bhandaran,Gramin Bhandaran Yojana (Rural Godown Scheme),ग्रामीण भण्डारण योजना,agriculture,central,,Ministry of Agriculture & Farmers Welfare,Subsidy for creation of scientific storage capacity in rural areas to reduce post-harvest losses.,Subsidy 25% for general; 33.33% for SC/ST/NE/Hill states; 25% for cooperatives; Maximum subsidy Rs. 187.50 lakh,25 to 33 percent subsidy on construction cost,18,,All,,No income limit,All (higher subsidy for SC/ST),Farmer/Agri entrepreneur/Cooperative,No,,None,Yes,Any,Yes,"Aadhaar, PAN, Land documents, Project report, Bank account",Offline,https://www.nabard.org,https://www.nabard.org/auth/writereaddata/tender/0906180417GBS_Revised_Guidelines.pdf,2001,No fixed deadline,"Farmers, cooperatives, agri entrepreneurs",1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_kalia_odisha,KALIA Scheme — Odisha (Krushak Assistance for Livelihood and Income Augmentation),କୃଷକ ଆସିସ୍ଟାନ୍ସ ଫର ଲାଇଭଲୀହୁଡ ଆଣ୍ଡ ଇନ୍କମ ଅଗ୍ମେଣ୍ଟେସନ,agriculture,state,Odisha,"Agriculture & Farmers Empowerment Department, Odisha","Comprehensive livelihood support for small, marginal, landless farmers and agricultural labourers in Odisha.","Rs. 25,000 over 5 seasons (Rs. 5,000/season) for cultivation; Rs. 12,500/year livelihood support for landless; Rs. 2 lakh life insurance; Rs. 2 lakh accident insurance; Interest-free crop loan",25000 over 5 seasons + 200000 insurance,18,,All,,Small/marginal/landless farmers,All,Farmer/Agricultural labourer,No,4.94,None,Yes,Any,Yes (Odisha),"Aadhaar, Land records, Bank account, Ration card",Online,https://kalia.odisha.gov.in,https://kalia.odisha.gov.in/documents/KALIA-Scheme-Guidelines.pdf,2019,No fixed deadline,Small/marginal/landless farmers and agricultural labourers in Odisha,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_ryot_bandhu_telangana_extension,Telangana Rythu Bima Scheme,రైతు బీమా పథకం,agriculture,state,Telangana,"Agriculture Department, Telangana",Free life insurance for all registered farmers in Telangana to provide security to farmer families.,Rs. 5 lakh life insurance free of cost; Government pays full premium; Nominee gets claim within 45 days,500000 life insurance (free),18,59,All,,No income limit,All,Farmer,No,,None,Yes,Any,Yes (Telangana),"Aadhaar, Pattadar Passbook (land record), Bank account",Automatic (via land records database),https://rythubandhu.telangana.gov.in,https://rythubima.telangana.gov.in/guidelines,2018,Annual enrollment,All registered farmers in Telangana aged 18-59,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_krishonnati_yojana,Krishonnati Yojana (Umbrella Scheme for Agriculture),कृषोन्नति योजना,agriculture,central,,Ministry of Agriculture & Farmers Welfare,"Umbrella scheme combining multiple agricultural development missions including NFSM, MIDH, NHM, NHB, and others.","Subsidies on seeds, fertilizers, irrigation; Horticulture development grants; Food security mission support; Technology dissemination",Varies by sub-scheme and component,18,,All,,No income limit,All,Farmer,No,,None,Yes,Any,Yes,"Aadhaar, Land records, Bank account",Offline,https://agricoop.nic.in,https://agricoop.gov.in/sites/default/files/krishonnati-guideline.pdf,2017,Season-specific,All farmers across India,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_nsp_st_prematric,Pre-Matric Scholarship for ST Students (Class 9-10),अनुसूचित जनजाति प्री मैट्रिक छात्रवृत्ति,education,central,,Ministry of Tribal Affairs,Scholarship for ST students in class 9 and 10 to prevent dropouts and improve educational outcomes.,Day scholars: Rs. 150/month; Hostellers: Rs. 350/month; Books/stationery: Rs. 750/year,150 per month day scholar; 350 per month hosteller,0,,All,250000,Annual parental income up to Rs. 2.5 lakh,ST,Student (Class 9-10),No,,Currently studying in class 9 or 10,Yes,Any,Yes,"Aadhaar, ST caste certificate, Income certificate, School enrollment, Bank account",Online,https://scholarships.gov.in,https://tribal.gov.in/Schemes/preMatricST.pdf,1977,October 31 each year,ST students in class 9-10,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_nsp_st_postmatric,Post-Matric Scholarship for ST Students,अनुसूचित जनजाति पोस्ट मैट्रिक छात्रवृत्ति,education,central,,Ministry of Tribal Affairs,Financial assistance for ST students in post-matriculation studies.,Maintenance allowance Rs. 380-1200/month; Tuition fee reimbursement; Hostel charges; Study tour allowance,380 to 1200 per month,0,,All,250000,Annual parental income up to Rs. 2.5 lakh,ST,Student (post-matric),No,,Passed class 10,Yes,Any,Yes,"Aadhaar, ST certificate, Income certificate, Marksheet, Bonafide certificate, Bank account",Online,https://scholarships.gov.in,https://tribal.gov.in/Schemes/postMatricST.pdf,1954,October 31 each year,ST students in post-matric education,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_national_fellowship_obc,National Fellowship for OBC Students,अन्य पिछड़ा वर्ग के लिए राष्ट्रीय फेलोशिप,education,central,,Ministry of Social Justice and Empowerment,Fellowship for OBC students pursuing MPhil/PhD in universities and research institutions.,"JRF: Rs. 31,000/month (first 2 years); SRF: Rs. 35,000/month; Contingency Rs. 10,000-20,500/year; 300 slots per year",31000 to 35000 per month,0,35,All,,No income limit,OBC,MPhil/PhD student,No,,Post-graduation (55%; 50% for OBC/PWD),Yes,Any,Yes,"Aadhaar, OBC certificate, PG marksheet, University registration letter, Bank account",Online,https://scholarships.gov.in,https://scholarships.gov.in/public/schemeGuidelines/nfobc.pdf,2014,October 31 each year,OBC students pursuing MPhil/PhD,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_nbcfdc_education,Educational Loan for OBC/EBC — NBCFDC,पिछड़े वर्गों के लिए शैक्षिक ऋण,education,central,,Ministry of Social Justice and Empowerment,Educational loans at subsidized rates for OBC/EBC students pursuing professional and technical education.,Loan up to Rs. 20 lakh for studies in India; Rs. 30 lakh for abroad; Interest rate 3.5% (women) / 4% (men); Repayment starts after employment,Up to 2000000 loan at 3.5-4 percent interest,18,,All,300000,Annual family income up to Rs. 3 lakh,OBC/EBC,Student (professional/technical course),No,,Admitted to professional/technical course,Yes,Any,Yes,"Aadhaar, OBC/EBC certificate, Income certificate, Admission letter, Bank account, Guarantor documents",Online/Offline,https://nbcfdc.gov.in,https://nbcfdc.gov.in/Schemes/EducationalLoanScheme,1992,No fixed deadline,OBC/EBC students for professional/technical education,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_swami_vivekanand_scholarship_disability,National Scholarship for Persons with Disabilities,विकलांग व्यक्तियों के लिए राष्ट्रीय छात्रवृत्ति,education,central,,Ministry of Social Justice and Empowerment / DEPwD,"Three scholarships for students with disabilities: pre-matric, post-matric, and top class education.",Pre-matric: Rs. 500-800/month; Post-matric: Rs. 700-1000/month; Top class: Rs. 2 lakh/year covering tuition; 1000 slots/year,500 to 2000000 depending on level,0,,All,250000,Annual income up to Rs. 2.5 lakh,All,Student with disability,No,,Class 9 onwards (pre-matric); Class 11 onwards (post-matric),Yes (40%+ disability required),Any,Yes,"Aadhaar, Disability certificate (40%+), Income certificate, Marksheet, Bonafide certificate, Bank account",Online,https://scholarships.gov.in,https://scholarships.gov.in/public/schemeGuidelines/NSD.pdf,2012,October 31 each year,Students with 40%+ disability,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_cbse_merit_scholarship,CBSE Merit Scholarship for Single Girl Child,एकल बालिका के लिए CBSE मेरिट छात्रवृत्ति,education,central,,Ministry of Education / CBSE,Scholarship for single girl child students who scored 60%+ in class 10 CBSE and are continuing education in class 11-12.,Rs. 500 per month for 2 years (class 11-12); Certificate of merit,500 per month for 2 years,0,17,Female,,No income limit,All,Student (class 11-12),No,,CBSE class 10 passed with 60%+ marks; Single girl child,Yes,Unmarried,Yes,"Aadhaar, CBSE class 10 marksheet, Affidavit of single girl child, School enrollment, Bank account",Online,https://cbseit.in/cbse/2022/welcome.aspx,https://cbse.gov.in/scholarships,1993,September 30 each year,Single girl child who is only child in family studying in CBSE school,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_inspire_scholarship,INSPIRE Scholarship for Higher Education (SHE),इंस्पायर स्कॉलरशिप,education,central,,Department of Science and Technology,Scholarship to attract talented students to study natural/basic sciences at BSc and integrated MSc levels.,"Rs. 80,000 per year for 5 years; Mentorship by leading scientists; Summer attachment at research institutes",80000 per year for 5 years,17,22,All,,No income limit (merit-based),All,Student (BSc/Integrated MSc in natural sciences),No,,Top 1% in class 12 board exam OR JEE/NEET top 10000 rank; Enrolled in BSc/MSc natural science,Yes,Any,Yes,"Aadhaar, Class 12 marksheet with rank certificate, Admission letter, Bank account",Online,https://online-inspire.gov.in,https://online-inspire.gov.in/Account/LoginHindi,2008,December 31 each year,Talented students in top 1% of class 12 pursuing natural sciences,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_ishan_uday,Ishan Uday Special Scholarship for NE Region,ईशान उदय विशेष छात्रवृत्ति (पूर्वोत्तर),education,central,,University Grants Commission (UGC),Special scholarship for students from North-East states pursuing higher education in general degree courses.,"Rs. 5,400/month for technical/medical courses; Rs. 3,800/month for general degree courses; 10,000 scholarships annually",3800 to 5400 per month,0,,All,450000,Annual family income up to Rs. 4.5 lakh,All,Student (UG level),No,,Class 12 passed; enrolled in UG program,Yes,Any,"Yes (NE states: Assam, Arunachal, Manipur, Meghalaya, Mizoram, Nagaland, Sikkim, Tripura)","Aadhaar, NE state domicile certificate, Income certificate, Class 12 marksheet, Admission letter, Bank account",Online,https://scholarships.gov.in,https://www.ugc.gov.in/pdfnews/6009949_ishan-uday.pdf,2014,October 31 each year,Students from 8 North-Eastern states pursuing higher education,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_sarva_shiksha,Samagra Shiksha Abhiyan,समग्र शिक्षा अभियान,education,central,,Ministry of Education,"School education programme spanning pre-school to class 12 integrating SSA, RMSA, and TE for holistic improvement.","Free uniforms, textbooks; Rs. 20,000/year for disabled students; Girls' hostel construction; ICT labs; Teacher training; School infrastructure",Free textbooks and uniforms + various state-specific grants,3,18,All,,No income limit (government school students),All,Student (Pre-school to class 12),No,,Enrolled in government/government-aided school,Yes,Any,Yes,School enrollment,Automatic (school-based),https://samagra.education.gov.in,https://samagra.education.gov.in/docs/Samagra%20Shiksha_guidelines.pdf,2018,No fixed deadline,Students in government schools pre-school to class 12,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_pm_tb_mukt,Pradhan Mantri TB Mukt Bharat Abhiyaan,प्रधानमंत्री टीबी मुक्त भारत अभियान,health,central,,Ministry of Health and Family Welfare,"Accelerate TB elimination by 2025 with free diagnosis, treatment, nutritional support and social support.",Free TB diagnosis; Free treatment (all anti-TB drugs); Nikshay Poshan Rs. 500/month nutritional support during treatment; Nikshay Mitra community support,500 per month nutritional support during treatment,0,,All,,No income limit,All,Any (TB patient),No,,None,Yes,Any,Yes,"Aadhaar, Bank account, Medical prescription/TB diagnosis",Offline (via government health facility),https://nikshay.in,https://tbcindia.gov.in/WriteReadData/NSP%20Draft%2020.02.2017%201.pdf,2022,No deadline (medical need-based),All TB patients registered under Nikshay,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_pmndp_dialysis,Pradhan Mantri National Dialysis Programme,प्रधानमंत्री राष्ट्रीय डायलिसिस कार्यक्रम,health,central,,Ministry of Health and Family Welfare,Free dialysis services to poor patients with chronic kidney disease at district hospitals through PPP model.,Free haemodialysis services; Up to 156 sessions per year; Transportation support of Rs. 50 per session in some states,Free dialysis (156 sessions per year),0,,All,,BPL preferred; available to all at government facilities,All,Any (chronic kidney disease patient),Yes (priority),,None,Yes,Any,Yes,"Aadhaar, BPL card, Medical prescription (nephrologist), Bank account",Offline (at district hospital),https://nhm.gov.in/index1.php?lang=1&level=2&sublinkid=1135,https://nhm.gov.in/images/pdf/guidelines/nrhm-guidelines/dialysis/Draft-guidelines.pdf,2016,No deadline (medical need-based),Poor patients with chronic kidney disease,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_rbsk,Rashtriya Bal Swasthya Karyakram (RBSK),राष्ट्रीय बाल स्वास्थ्य कार्यक्रम,health,central,,Ministry of Health and Family Welfare,"Child health screening and early intervention for 4Ds: Defects at birth, Deficiencies, Diseases, Developmental delays including disability.",Free health screening for 0-18 year olds; Free treatment for 30 identified health conditions; Free surgery/hearing aids/spectacles at tertiary level,Free screening and treatment (up to Rs. 1 lakh per condition),0,18,All,,No income limit,All,Child/Student,No,,None,Yes,Any,Yes,"Birth certificate / school ID, Aadhaar (parents)",Automatic (school/Anganwadi-based),https://rbsk.nhm.gov.in,https://rbsk.nhm.gov.in/rbskweb/RBSKGuidelines.pdf,2013,No fixed deadline,Children 0-18 years at government schools and Anganwadis,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_pm_swasthya_suraksha,Pradhan Mantri Swasthya Suraksha Yojana (PMSSY),प्रधानमंत्री स्वास्थ्य सुरक्षा योजना,health,central,,Ministry of Health and Family Welfare,Correct regional imbalance in healthcare by establishing AIIMS-like institutions and upgrading existing government medical colleges.,Affordable tertiary healthcare through new AIIMS; Subsidized treatment; Specialist OPD; Emergency services; Government rates for procedures,Subsidized/free treatment at new AIIMS and upgraded medical colleges,0,,All,,BPL free; others at government rates,All,Any,No,,None,Yes,Any,Yes,"Aadhaar, BPL card (for free treatment), Medical referral",Walk-in,https://pmssy-mohfw.nic.in,https://pmssy-mohfw.nic.in/index3.php,2003,No deadline,"All citizens, especially in under-served states",1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_nmhp,National Mental Health Programme (NMHP),राष्ट्रीय मानसिक स्वास्थ्य कार्यक्रम,health,central,,Ministry of Health and Family Welfare,"Ensure availability and accessibility of minimum mental healthcare to all persons with mental illness, especially the community.","Free mental health assessment, treatment and medication at government facilities; DMHP support at district level; Tele MANAS helpline (14416)",Free mental health services,0,,All,,No income limit,All,Any,No,,None,Yes,Any,Yes,Aadhaar (optional for basic services),Walk-in / Helpline 14416,https://nimhans.ac.in,https://nhm.gov.in/images/pdf/NMHP-updated.pdf,1982,No deadline,All persons with mental health needs,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_universal_immunization,Universal Immunisation Programme (UIP),सार्वभौमिक टीकाकरण कार्यक्रम,health,central,,Ministry of Health and Family Welfare,Free vaccines to all children under 5 and pregnant women against 12 vaccine-preventable diseases.,"12 free vaccines: BCG, OPV, Hepatitis B, DPT, Hib, IPV, MMR, JE, Rota, PCV, TT; Free at all government health centres",Free vaccines worth Rs. 2000+ per child,0,5,All,,No income limit,All,Child/Pregnant woman,No,,None,Yes,Any,No,MCP card (mother-child protection card),Walk-in (government health centre/sub-centre),https://immunization.mohfw.gov.in,https://nhm.gov.in/images/pdf/immunisation/guidelines/operational_guidelines_for_immunization.pdf,1978,No deadline (schedule-based),All children 0-5 years and pregnant women,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_ayushman_arogya_mandir,Ayushman Arogya Mandir (Health & Wellness Centres),आयुष्मान आरोग्य मंदिर,health,central,,Ministry of Health and Family Welfare,Upgraded primary health sub-centres and primary health centres providing comprehensive primary healthcare including NCD screening.,"12 free services including maternal/child health, NCD screening, palliative care, 105 essential medicines, 63 diagnostic tests; Yoga sessions",Free comprehensive primary healthcare,0,,All,,No income limit,All,Any,No,,None,Yes,Any,No,Aadhaar (for registration in ABDM),Walk-in,https://abdm.gov.in,https://nhm.gov.in/images/pdf/HWC-operational-guidelines.pdf,2018,No deadline,All citizens at primary health level,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_naps,National Apprenticeship Promotion Scheme (NAPS),राष्ट्रीय शिक्षुता प्रोत्साहन योजना,employment,central,,Ministry of Skill Development and Entrepreneurship,Promote apprenticeship training by sharing 25% of prescribed stipend (up to Rs. 1500/month) with employers.,Government pays 25% of stipend or Rs. 1500/month (whichever is less) to employer; 500 hours basic training support; Industry-linked skilling,1500 per month stipend support to employer,14,,All,,No income limit,All,Apprentice (school pass/ITI/diploma),No,,Class 5 minimum (varies by trade),Yes,Any,Yes,"Aadhaar, Educational certificate, Bank account, Passport photo",Online,https://apprenticeshipindia.org,https://msde.gov.in/sites/default/files/2019-09/NAPS_Guidelines.pdf,2016,No fixed deadline,Youth seeking apprenticeship training with employers,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_pm_daksh,PM DAKSH Yojana,पीएम दक्ष योजना,employment,central,,Ministry of Social Justice and Empowerment,"Skill development training for SC, OBC, EBC, DNT (De-notified/Nomadic Tribes) to increase employability.",Free short-term (up to 6 months) and long-term skill training; Stipend Rs. 1000-1500/month during training; Placement assistance; Certification,1000 to 1500 per month stipend during training,18,45,All,300000,Annual income up to Rs. 3 lakh,SC/OBC/EBC/DNT,Unemployed youth,No,,Class 8 minimum,Yes,Any,Yes,"Aadhaar, Caste certificate, Income certificate, Educational certificate, Bank account",Online,https://pmdaksh.dosje.gov.in,https://pmdaksh.dosje.gov.in/assets/pdf/PM-DAKSH-guidelines.pdf,2021,Batch-specific,SC/OBC/EBC/DNT youth aged 18-45,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_nulm_sep,National Urban Livelihoods Mission — Self Employment Programme,राष्ट्रीय शहरी आजीविका मिशन — स्वरोजगार,employment,central,,Ministry of Housing and Urban Affairs,Financial assistance and skilling for urban poor to set up individual micro-enterprises and group enterprises.,Loan up to Rs. 2 lakh (individual) / Rs. 10 lakh (group) with 5-7% interest subsidy; Skill training; Market linkage support,Up to 200000 loan with 5-7 percent interest subsidy,18,45,All,,Urban poor (below poverty line / informal sector),All (SC/ST/women/minority preference),Urban poor seeking self-employment,Yes (urban poor),,None,Yes,Any,Yes,"Aadhaar, Ration card/BPL certificate, Bank account, Business plan, Passport photo",Offline,https://nulm.gov.in,https://nulm.gov.in/PDF/NULM/SEP_guidelines.pdf,2013,No fixed deadline,Urban poor seeking self-employment,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_esic_medical,ESIC Medical Benefits — Employees State Insurance,ईएसआईसी चिकित्सा लाभ,health,central,,Ministry of Labour and Employment,"Comprehensive health insurance for factory/establishment workers earning up to Rs. 21,000/month.",Full medical care for self and family; Cash benefit during sick leave (70% wages); Maternity benefit 26 weeks; Disability pension; Dependant benefit,Full medical care + 70 percent wages during sick leave,0,,All,252000,"Employee earning up to Rs. 21,000/month",All,Factory/establishment employee,No,,None,Yes,Any,Yes,"Aadhaar, ESIC registration/IP number, Employment proof, Bank account",Automatic (employer registers),https://esic.gov.in,https://esic.gov.in/About_ESIC,1952,No deadline (contributory),"Employees in ESIC-covered establishments earning up to Rs. 21,000/month",1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_epfo_atal_bimit,Atal Beemit Vyakti Kalyan Yojana (ESIC Unemployment Benefit),अटल बीमित व्यक्ति कल्याण योजना,employment,central,,Ministry of Labour and Employment,Cash support to insured workers who become unemployed during job search.,50% of average per day earning for maximum 90 days; Available twice in lifetime,50 percent of average daily wages for 90 days,18,,All,,ESIC insured workers,All,Unemployed (previously ESIC insured),No,,None,Yes,Any,Yes,"Aadhaar, IP number, Bank account, Unemployment affidavit, Previous employer details",Online,https://esic.gov.in/atal-beemit,https://esic.gov.in/atalbeemitvyakti-guidelines,2018,Within 30 days of unemployment,ESIC insured workers who become unemployed,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_nrlm_swachha,DAY-NRLM (Deendayal Antyodaya Yojana — National Rural Livelihoods Mission),दीनदयाल अंत्योदय योजना — राष्ट्रीय ग्रामीण आजीविका मिशन,employment,central,,Ministry of Rural Development,"Organise rural poor women into SHGs, provide skill development, credit linkage and market access for sustainable livelihoods.","SHG formation support; Rs. 10,000-15,000 revolving fund per SHG; Bank credit linkage; Skill training; Community Investment Fund up to Rs. 2.50 lakh per SHG",10000 to 15000 revolving fund + up to 250000 investment fund per SHG,18,,Female (priority),,Rural poor (BPL/SECC preference),All (SC/ST/minorities priority),Rural women,Yes (priority),,None,Yes,Any,Yes (rural),"Aadhaar, Ration card, Bank account, SHG membership, MGNREGS job card",Offline (via local Krishi Vigyan Kendra or BRC),https://aajeevika.gov.in,https://aajeevika.gov.in/sites/default/files/nrlp_new/NRLM_Guidelines.pdf,2011,No fixed deadline,Rural poor women (prioritizing BPL/SECC households),1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_nulm_shelter,NULM Shelter for Urban Homeless (SUH),शहरी बेघरों के लिए आश्रय योजना,housing,central,,Ministry of Housing and Urban Affairs,"Permanent shelters for urban homeless with basic amenities including drinking water, sanitation, 24/7 access.","24/7 shelter access; Bed/locker facility; Drinking water, sanitation, electricity; Healthcare linkage; Government pays 75% construction cost",Free shelter access,0,,All,,Urban homeless only,All,Urban homeless,No,,None,Yes,Any,No,No documents required for shelter access,Walk-in,https://nulm.gov.in,https://nulm.gov.in/PDF/NULM/SUH_Operational_Guidelines.pdf,2013,No deadline,Urban homeless individuals and families,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
